copy1	copy2	ID.1	ID.2	TEconsensus.1	TEconsensus.2	species.1	species.2	superfamily	mrca	divTime	pID	length	qStart	qEnd	sStart	sEnd	ka	ks	length.aa	community	hitGroup	independent	subClass	newName
GCA_015478945.1-JABUQX010010663.1-8236-10391-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991668.1-327702062-327703150-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	73847	1643683	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.987	1094	1077	2155	14	1087	0.0813272246349875	0.395140303199655	186	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010117681.1-25840-26965-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991674.1-170032006-170032808-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	342861	1645632	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.982	794	107	873	13	802	0.147358991517504	0.431439467996954	231	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010020847.1-15210-17352-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-207981543-207982388-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	79774	1646922	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.922	781	1106	1876	30	789	0.123316275903719	0.268798188063476	591	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010032079.1-5041-7181-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	74205	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.856	841	1035	1874	912	108	0.152975642368338	0.259505807214524	726	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010010297.1-36424-38536-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	75570	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.856	841	261	1097	108	912	0.14435673866619	0.254477962140941	699	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010083574.1-33455-35606-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	79325	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.833	840	275	1113	108	908	0.136865590009647	0.257883999543875	552	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010122927.1-1555-3700-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991668.1-327702062-327703150-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	73843	1643683	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.804	1094	1050	2129	14	1087	0.120994146014435	0.27329187230037	672	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010111597.1-3496-5543-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-207981543-207982388-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	83452	1646922	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.769	780	215	992	792	32	0.151192867374512	0.314636930149558	744	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010076433.1-17422-19573-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	73651	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.737	841	279	1118	108	912	0.150524326539124	0.281563958270184	726	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010115341.1-40715-42841-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991674.1-170032006-170032808-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	77173	1645632	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.721	804	267	1050	802	1	0.157459516483733	0.398393165579779	201	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010003744.1-41422-43561-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991674.1-170032006-170032808-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	75238	1645632	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.678	797	276	1060	802	13	0.147750891216314	0.462423381268936	231	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010017878.1-29619-31727-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991674.1-170032006-170032808-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	79449	1645632	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.673	802	259	1029	802	1	0.146684907593116	0.410800606868028	315	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010087907.1-8594-9912-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-207981543-207982388-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	201224	1646922	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.633	821	275	1094	792	7	0.124904450239693	0.308703776883364	486	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010007276.1-68638-69951-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	188405	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.618	841	259	1097	108	912	0.159062163897493	0.258317854959355	699	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010003237.1-39110-41271-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-207981543-207982388-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	79781	1646922	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.587	783	275	1046	792	30	0.160458987188771	0.331044765727296	231	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010111597.1-3496-5543-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991674.1-170032006-170032808-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	83452	1645632	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.549	802	215	1008	802	1	0.166205905145144	0.44824747853801	399	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010006899.1-8-1865-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991668.1-662486493-662487566-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	88053	1644900	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.549	838	898	1734	1073	275	0.121452608345547	0.287589606221517	657	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010067420.1-453-2549-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991674.1-170032006-170032808-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	85776	1645632	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.549	802	1038	1822	1	802	0.142925967832347	0.414206280336853	390	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010032699.1-25999-27653-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991674.1-170032006-170032808-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	118495	1645632	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.451	798	283	1074	797	1	0.161287005345279	0.456076724319099	384	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010019094.1-14077-16189-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034095.1-51823363-51825490-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	77318	92194	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	80.449	1693	187	1855	1777	116	0.14509513052946	0.392003246752875	1137	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010025726.1-0-1768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034086.1-202433567-202435468-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	90627	107168	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	80.443	1580	14	1586	1563	15	0.130891153515799	0.427101225112646	963	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010040756.1-33871-35193-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	182344	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.355	845	221	1064	912	108	0.149335815187606	0.275295711949251	516	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010083574.1-33455-35606-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034095.1-51823363-51825490-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	79325	92194	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	80.342	1694	275	1960	116	1772	0.159356302772058	0.368530365452904	990	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010012252.1-20682-21976-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	131685	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.332	844	444	1284	912	108	0.155005551407457	0.270678972623652	702	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010017878.1-29619-31727-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	79449	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.312	833	259	1073	108	912	0.157130513453867	0.247423175946211	648	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010150135.1-6-1755-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-207981543-207982388-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	106114	1646922	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.27	816	664	1476	30	792	0.121484913193818	0.279129144561914	552	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010042278.1-48784-50049-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	313440	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.218	824	333	1155	125	912	0.16494830881316	0.241758679855201	708	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010095144.1-27909-29036-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	356351	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.213	844	9	851	912	108	0.154201854319516	0.274809542705706	714	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010087907.1-8594-9912-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991674.1-170032006-170032808-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	201224	1645632	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.173	807	275	1074	802	1	0.188764702063778	0.393509118573074	345	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010113162.1-3881-6028-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991668.1-327702062-327703150-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	76824	1643683	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.165	1094	1056	2132	14	1087	0.122602071204802	0.300057385790368	741	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010032079.1-5041-7181-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034086.1-202433567-202435468-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	74205	107168	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	80.1	1603	183	1778	15	1582	0.13535107653915	0.41744491482239	957	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010115341.1-40715-42841-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034095.1-51823363-51825490-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	77173	92194	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	80.059	1695	267	1942	116	1777	0.172598655983418	0.316213295448056	1218	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010001796.1-7780-9737-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034090.1-36865681-36867607-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	76560	92065	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	80.051	1945	18	1957	34	1926	0.132915444139333	0.380663398177454	1365	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010009240.1-42881-45193-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	71380	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	80.048	842	275	1116	108	912	0.152443007012031	0.318541692345793	492	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010017878.1-29619-31727-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034095.1-51823363-51825490-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	79449	92194	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	80.035	1693	259	1921	116	1777	0.145188666008537	0.363646022906283	1158	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010010297.1-36424-38536-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034095.1-51823363-51825490-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	75570	92194	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	80.012	1696	261	1942	116	1777	0.165136426250599	0.352506046604468	1164	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010001796.1-7780-9737-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-WNTK01000471.1-142736-144568-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	76560	90533	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	80.012	1681	2	1682	122	1768	0.163172709181597	0.404567004848887	1392	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010025726.1-0-1768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034086.1-309982222-309984480-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	90627	83603	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	79.987	1589	1	1586	388	1922	0.169160755584958	0.392945194328336	915	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010119319.1-5827-7975-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034095.1-51823363-51825490-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	81638	92194	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	79.976	1688	203	1870	1777	121	0.150811062138293	0.389493689938723	1137	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010053968.1-50012-51144-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-207981543-207982388-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	349269	1646922	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	79.974	784	95	858	30	792	0.145847337636324	0.315658743455065	522	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010119319.1-5827-7975-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991668.1-327702062-327703150-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	81638	1643683	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	79.963	1093	1055	2132	14	1087	0.121333550293748	0.310194132499904	744	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010088389.1-12181-14351-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-WNTK01000471.1-142736-144568-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	70107	90533	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	79.953	1691	278	1968	1768	112	0.162126149723235	0.399318328309178	1404	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010093817.1-9271-10414-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991671.1-405747303-405748363-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	162792	1659089	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	79.952	828	275	1102	1055	270	0.137752301393622	0.332957154090028	651	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010024728.1-70241-72331-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-CM034095.1-51823363-51825490-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	81117	92194	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	79.917	1693	274	1931	116	1777	0.157565872699313	0.377183987938761	996	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010003237.1-39110-41271-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991674.1-170032006-170032808-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	79781	1645632	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	79.9	801	275	1059	802	2	0.231212267975598	0.254330317809661	285	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010080258.1-10117-12188-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-WNTK01000471.1-142736-144568-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	73652	90533	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	79.834	1691	276	1966	1768	112	0.16829983029949	0.390161843600912	1404	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010125357.1-20524-21956-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991675.1-221109856-221110768-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	157317	1631730	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	79.786	841	275	1110	108	908	0.14804871527976	0.290281651295217	339	139	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010119319.1-5827-7975-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_019857665.1-WNTK01000471.1-142736-144568-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	81638	90533	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Eleutherodactylus_coqui	DNA/CMC-Chapaev-3	248	1359.616	79.761	1675	199	1870	112	1764	0.171697846520139	0.421200377245998	1398	13	13	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010012252.1-20682-21976-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_905171765.1-LR991668.1-662486493-662487566-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	131685	1644900	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Trachelipus_rathkii	Bufo_bufo	DNA/CMC-Chapaev-3	248	1359.616	79.759	830	451	1277	1073	285	0.134786053942836	0.258755752039456	651	139	13	FALSE	DNA	CMC-Chapaev-3
